company Name,Question
AKUNACAPITAL, Create a class that contains a list of numbers where you will be periodically asked to insert new numbers. Get the minimum. Get the maximum. Get the second last etc.
ElectronicArts, Two hour long data science coding challenge. 
GroundTruth," Build recommendation systems. projects in resume Given some dataset, design machine learning algorithms for prediction purpose. basic statistics One coding question is about checking if a sequence of inputs is valid. "
BrownUniversity, doesnt ask something rare
McKinsey&Company," All interviews (except for the HR screening) comprised 2 parts. A personal experience question, where you had to get into details about previous projects you had worked on (in data science). And then the 2nd part was always a case study (typically with an analytics twist)."
Facebook," 1-Programming: Given data on Facebook members friending/defriending each other on Facebook, find out whether a given pair of members are currently friends. 2- Statistics: Very basic questions on treatment effects under various sampling schemes. 3-Research Design Question: How would you test whether having more friends now increases the probability that a Facebook member is still an active user after 6 months?"
FINRA," 1. Prove why Pearson's Correlation is between -1 and 1. 2. Linear regression, multiple linear regression, brainteasers, programming exercise"
ZapLabs, Describe one of your projects
Pinterest," Write a SQL query to count the number of unique users per day who logged in from both iPhone and web, where iPhone logs and web logs are in distinct relations."
OldNavy, Do you have any experience working retail?
CapitalOne, To finish a data challenge without a deadline given.
Bath&BodyWorks, What's your favorite fragrance?
Thumbtack," The technical challenge was the only remarkable question really and it wasn't too _difficult_ per se, just a bit unclear what level of analysis was called for. Aim for the most thorough and statistically rigorous investigation of the small dataset that you can."
Vizient, What's the difference b/t linear and nonlinear regression?
Journeys, Where do you see yourself in the next 5 years?
VarsityNewsNetwork, Discuss a difficult situation and how you were able to get out of it.
